premise,hypothesis,gpt_reply
Rutschen Sie nicht auf unsere hinfällige Spenderliste.,"Es wäre eine Schande, wenn Sie aufhören würden zu spenden.","neutral
"
Rutschen Sie nicht auf unsere hinfällige Spenderliste.,"Unsere abgelaufene Spenderliste wird veröffentlicht, damit die Welt sie sehen kann, also vertrau mir, du willst nicht so beschämt werden!","contradiction
"
Rutschen Sie nicht auf unsere hinfällige Spenderliste.,"Wir haben zu viele Spender, also bitte hören Sie auf zu spenden.","contradiction
"
Der Zugang zu unserem Gelände wird für jeden mit einem Computer und einem Modem geöffnet.,Leute brauchen nichts für den Zugang zum Grundstück.,"neutral
"
Der Zugang zu unserem Gelände wird für jeden mit einem Computer und einem Modem geöffnet.,"Die Leute brauchen sowohl einen Computer als auch ein Modem, um das Gelände zu betreten.","entailment
"
Der Zugang zu unserem Gelände wird für jeden mit einem Computer und einem Modem geöffnet.,"Die Leute müssen ihren Computer und ihr Modem mit sich führen, während sie das Gelände betreten, um Zugang zu haben.","neutral
"
Ticketverkauf und Abonnements können unsere komplette Saison nicht finanzieren,"Solange wir Karten verkaufen, ist unsere gesamte Saison finanziert.","contradiction
"
Ticketverkauf und Abonnements können unsere komplette Saison nicht finanzieren,Die komplette Spielzeit muss durch mehr finanziert werden als nur durch den Verkauf von Tickets und Abokarten.,"entailment
"
Ticketverkauf und Abonnements können unsere komplette Saison nicht finanzieren,Die Umsätze und Abonnements decken nur 70% der Finanzierungskosten für unsere gesamte Saison ab.,"entailment
"
NEUE ANKUENFTE JEDES GESCHENK MACHT EINEN UNTERSCHIED!,Jedes Geschenk wird erfasst und in unserem monatlichen Journal angekündigt.,"neutral
"
NEUE ANKUENFTE JEDES GESCHENK MACHT EINEN UNTERSCHIED!,Jedes angebotene Geschenk zählte zu etwas.,"entailment
"
NEUE ANKUENFTE JEDES GESCHENK MACHT EINEN UNTERSCHIED!,Nur Geschenke über $ 100 machen einen Unterschied.,"contradiction
"
"Wir stehen vor einem langen Weg, bevor wir unser Ziel von 365.000 $ von unseren Freunden und Abonnenten wie Ihnen erreichen.",Unser monetäres Ziel übersteigt 300.000 $.,"entailment
"
"Wir stehen vor einem langen Weg, bevor wir unser Ziel von 365.000 $ von unseren Freunden und Abonnenten wie Ihnen erreichen.","Wir hoffen eigentlich, unser monetäres Ziel zu verdreifachen.","neutral
"
"Wir stehen vor einem langen Weg, bevor wir unser Ziel von 365.000 $ von unseren Freunden und Abonnenten wie Ihnen erreichen.",Wir haben keine Richtwerte bezüglich des Gelds.,"contradiction
"
"Unsere Zivilpraxisklinik ist seit einigen Jahren in Betrieb, und kürzlich haben wir eine Strafverteidigungsklinik hinzugefügt.",Unsere Civil Practice Clinic ist seit acht Jahren in Betrieb.,"neutral
"
"Unsere Zivilpraxisklinik ist seit einigen Jahren in Betrieb, und kürzlich haben wir eine Strafverteidigungsklinik hinzugefügt.",Unsere Praxis für Zivilrecht feiert im nächsten Monat ihr erstes volles Betriebsjahr.,"contradiction
"
"Unsere Zivilpraxisklinik ist seit einigen Jahren in Betrieb, und kürzlich haben wir eine Strafverteidigungsklinik hinzugefügt.",Die Civil Practice Clinic ist seit mehr als einem Jahr in Betrieb.,"entailment
"
"Ticketeinnahmen fangen nicht einmal an, die Kosten dieser Programme zu decken.","Es scheint, dass die Kosten für diese Programme nicht durch die Ticketeinnahmen gedeckt werden.","entailment
"
"Ticketeinnahmen fangen nicht einmal an, die Kosten dieser Programme zu decken.",Die Kosten dieser Programme sind sehr hoch.,"entailment
"
"Ticketeinnahmen fangen nicht einmal an, die Kosten dieser Programme zu decken.",Das Ticket Einkommen wird auf jeden Fall die Kosten dieser Vorstellung decken.,"contradiction
"
"Omnia vincit amor (es sei denn, du arbeitest für den Weekly Standard): Brit Hume (Fox News Sunday) spekuliert darüber, warum Lewinsky es nicht könnte. Sie ist immer noch hoffnungslos in den Präsidenten verknallt.",Brit Hume ist der Chefreporter bei Fox.,"neutral
"
"Omnia vincit amor (es sei denn, du arbeitest für den Weekly Standard): Brit Hume (Fox News Sunday) spekuliert darüber, warum Lewinsky es nicht könnte. Sie ist immer noch hoffnungslos in den Präsidenten verknallt.",Brit Hume arbeitet für CNN.,"contradiction
"
"Omnia vincit amor (es sei denn, du arbeitest für den Weekly Standard): Brit Hume (Fox News Sunday) spekuliert darüber, warum Lewinsky es nicht könnte. Sie ist immer noch hoffnungslos in den Präsidenten verknallt.",Brit Hume arbeitet für Fox.,"entailment
"
Es wurde viel gemacht Michael Apted einzustellen um der Serie eine menschlichere Note zu geben.,"Michael Apted zerstörte die Serie, indem er darauf bestand, dass sie warme, menschliche Elemente herausnehmen.","contradiction
"
Es wurde viel gemacht Michael Apted einzustellen um der Serie eine menschlichere Note zu geben.,"Michael Apted wurde eingestellt, um der Serie eine persönliche Note zu verleihen.","entailment
"
Es wurde viel gemacht Michael Apted einzustellen um der Serie eine menschlichere Note zu geben.,"Die Serie galt als kalt und langweilig, also war es wichtig, Michael Apted zu engagieren, um eine warme, persönliche Note hinzuzufügen, um die Bewertungen zu verbessern.","entailment
"
ein Mädchen in einem weißen Pelz Parka und Stiefel zu sehen,Ein Mädchen ist zum Rodeln angezogen.,"neutral
"
ein Mädchen in einem weißen Pelz Parka und Stiefel zu sehen,Ein Mädchen trägt weiße Kleidung.,"entailment
"
ein Mädchen in einem weißen Pelz Parka und Stiefel zu sehen,Das Mädchen ist ganz in Rot gekleidet.,"contradiction
"
"Was der Film nicht erwähnt, ist, dass Kaufman oft darüber gesprochen hat, wie er seinen eigenen Tod herbeiführen möchte.","Der Film erwähnt nicht, dass Kaufman seinen eigenen Tod diskutierte.","entailment
"
"Was der Film nicht erwähnt, ist, dass Kaufman oft darüber gesprochen hat, wie er seinen eigenen Tod herbeiführen möchte.",Der Film hatte ein ausführliches Interview mit Kaufman über seinen Tod.,"contradiction
"
"Was der Film nicht erwähnt, ist, dass Kaufman oft darüber gesprochen hat, wie er seinen eigenen Tod herbeiführen möchte.","Der Film war ein Blockbuster, obwohl einige wichtige Details über Kaufman ausgelassen wurden.","neutral
"
"Rockefeller war in diesem gequälten Geben gefangen, als der Racheengel Tarbell begann, sein Fleisch in McClure's haltbar zu machen.",Rockefeller spendete an die Krebsforschung.,"neutral
"
"Rockefeller war in diesem gequälten Geben gefangen, als der Racheengel Tarbell begann, sein Fleisch in McClure's haltbar zu machen.",Rockefeller war großzügig.,"contradiction
"
"Rockefeller war in diesem gequälten Geben gefangen, als der Racheengel Tarbell begann, sein Fleisch in McClure's haltbar zu machen.",Rockefeller war geizig.,"contradiction
"
"Vor nicht allzulanger Zeit in einem Handelsfall in New York, hat sich Klayman am anderen Ende, einer Anschuldigung für ethnische Voreingenommenheit, gefunden",Klayman wurde in Kalifornien wegen ethnischer Voreingenommenheit angeklagt.,"contradiction
"
"Vor nicht allzulanger Zeit in einem Handelsfall in New York, hat sich Klayman am anderen Ende, einer Anschuldigung für ethnische Voreingenommenheit, gefunden",Klayman hat nicht damit gerechnet wegen ethnischer Voreingenommenheit.,"contradiction
"
"Vor nicht allzulanger Zeit in einem Handelsfall in New York, hat sich Klayman am anderen Ende, einer Anschuldigung für ethnische Voreingenommenheit, gefunden",Es gab Anschuldigungen wegen ethnischer Vorurteile gegen Klayman.,"entailment
"
"Man würde kaum erwarten, dass ein Raum voller korporativer Representanten bei einem sitzenden amerikanischen Arbeitsminister zischen, buhen und Unsinn schreien würde.",Korporative Vertreter tragen Anzüge.,"neutral
"
"Man würde kaum erwarten, dass ein Raum voller korporativer Representanten bei einem sitzenden amerikanischen Arbeitsminister zischen, buhen und Unsinn schreien würde.","Man würde erwarten, dass Unternehmensvertreter fauchen würden.","contradiction
"
"Man würde kaum erwarten, dass ein Raum voller korporativer Representanten bei einem sitzenden amerikanischen Arbeitsminister zischen, buhen und Unsinn schreien würde.","Man würde nicht erwarten, dass Unternehmensvertreter zischen würden.","entailment
"
"Nur weil Ernährung die sportliche Leistung stärker beeinflusst, bedeutet das nicht, dass die Natur ruht.",Athleten haben schon von Geburt an ihr volles Leistungspotenzial.,"contradiction
"
"Nur weil Ernährung die sportliche Leistung stärker beeinflusst, bedeutet das nicht, dass die Natur ruht.",Sportliche Leistung wird mehr durch Training beeinflusst als durch Genetik.,"neutral
"
"Nur weil Ernährung die sportliche Leistung stärker beeinflusst, bedeutet das nicht, dass die Natur ruht.",Die meisten guten Athleten trainieren mindestens acht Stunden in der Woche.,"neutral
"
"Endlich zu Hause, erfuhr ich, dass die Vereinigten Staaten Lieferungen auf zwei Arten abschneiden.",Ich interessiere mich für Politik.,"neutral
"
"Endlich zu Hause, erfuhr ich, dass die Vereinigten Staaten Lieferungen auf zwei Arten abschneiden.",Ich habe über die Vereinigten Staaten gelernt.,"entailment
"
"Endlich zu Hause, erfuhr ich, dass die Vereinigten Staaten Lieferungen auf zwei Arten abschneiden.","Ich habe gelernt, dass die Vereinigten Staaten Lieferungen auf zwei Arten abschneiden, bevor sie nach Hause kommen.","contradiction
"
"Die älteste und größte Universitätspresse der Welt - Oxford - hat gerade angekündigt, dass sie ihre Poesie-Liste aufgibt.",Die Poesie-Liste in Oxford wird nicht mehr fortgesetzt,"entailment
"
"Die älteste und größte Universitätspresse der Welt - Oxford - hat gerade angekündigt, dass sie ihre Poesie-Liste aufgibt.",Eine prestige Uni hat keine Finanzierung um die Liste der Poesie zu halten.,"entailment
"
"Die älteste und größte Universitätspresse der Welt - Oxford - hat gerade angekündigt, dass sie ihre Poesie-Liste aufgibt.","Die Universität widmet sich der Erhaltung der Poesie-Liste und schwört, sie niemals zu streichen.","contradiction
"
Es gibt jedoch einen Trostpreis für die Menschheit.,Der Trostpreis ist ein kostenloser Mixer mit zwei Geschwindigkeitsstufen für jede Person.,"neutral
"
Es gibt jedoch einen Trostpreis für die Menschheit.,Es gibt keine positive Seite für Menschen in dieser Situation.,"contradiction
"
Es gibt jedoch einen Trostpreis für die Menschheit.,Das sind nicht nur schlechte Nachrichten für die Menschenheit.,"entailment
"
"Sport ist nicht die einzige Veranstaltung, auf die man wetten kann auf diesen Seiten.",Wetten über politische Wettstreite und Wahlen werden hier auch angenommen.,"neutral
"
"Sport ist nicht die einzige Veranstaltung, auf die man wetten kann auf diesen Seiten.",Diese Seiten akzeptieren nur Wetten auf Sportveranstaltungen.,"contradiction
"
"Sport ist nicht die einzige Veranstaltung, auf die man wetten kann auf diesen Seiten.",Diese Plätze sind für verschiedene Aktivitäten unschlagbar.,"neutral
"
"Nachdem die demokratische Mitgliederversammlung in Atlantic City begonnen hatte, hat der damals 56-jährige N.J. Johnson am 25. August in drei aufgezeichneten Gesprächen damit gedroht, aus dem Präsidentschaftswahlkamp auszusteigen.",Johnson fühlte einen Mangel an Unterstützung.,"entailment
"
"Nachdem die demokratische Mitgliederversammlung in Atlantic City begonnen hatte, hat der damals 56-jährige N.J. Johnson am 25. August in drei aufgezeichneten Gesprächen damit gedroht, aus dem Präsidentschaftswahlkamp auszusteigen.","Johnson hat nie darüber nachgedacht, sich zurückzuziehen.","contradiction
"
"Nachdem die demokratische Mitgliederversammlung in Atlantic City begonnen hatte, hat der damals 56-jährige N.J. Johnson am 25. August in drei aufgezeichneten Gesprächen damit gedroht, aus dem Präsidentschaftswahlkamp auszusteigen.",Johnson drohte sich zurückzuziehen.,"entailment
"
Lamar Alexander zog seine Kandidatur zum Präsidentschaftskandidaten zurück.,"Mindestens eine Person gab seinen Versuch, Präsident zu werden, auf.","entailment
"
Lamar Alexander zog seine Kandidatur zum Präsidentschaftskandidaten zurück.,"Lamar Alexander weigerte sich, seinen Präsidentschaftswahlkampf aufzugeben.","contradiction
"
Lamar Alexander zog seine Kandidatur zum Präsidentschaftskandidaten zurück.,"Herr Alexander wurde gezwungen, auszusteigen, nachdem peinliche Bilder von ihm veröffentlicht wurden.","neutral
"
Am Anfang dieser traurigen Zivilfreiheitsaufzeichnung sind der Missbrauch des FBI in der originalen Reisebürountersuchung des Weißen Hauses und was nunmehr als Filigate bezeichnet wird.,Das Weiße Haus lässt den FBI politische Kandidaten ausspionieren.,"entailment
"
Am Anfang dieser traurigen Zivilfreiheitsaufzeichnung sind der Missbrauch des FBI in der originalen Reisebürountersuchung des Weißen Hauses und was nunmehr als Filigate bezeichnet wird.,Das Weiße Haus missbraucht das FBI.,"entailment
"
Am Anfang dieser traurigen Zivilfreiheitsaufzeichnung sind der Missbrauch des FBI in der originalen Reisebürountersuchung des Weißen Hauses und was nunmehr als Filigate bezeichnet wird.,Das Weiße Haus benutzt das FBI richtig.,"contradiction
"
"Tung hat geschworen Immobilienspekulanten anzugreifen, aber viele denken dass sein Gebell schlimmer ist als sein Biss.",Tung sind Immobilienspekulanten egal.,"contradiction
"
"Tung hat geschworen Immobilienspekulanten anzugreifen, aber viele denken dass sein Gebell schlimmer ist als sein Biss.","Tung denkt, dass Immobilienspekulanten handeln  unmoralisch.","entailment
"
"Tung hat geschworen Immobilienspekulanten anzugreifen, aber viele denken dass sein Gebell schlimmer ist als sein Biss.",Tung möchte Immobilienspekulatoren beeinflussen.,"entailment
"
"Die Beschwerden umfassten Probleme mit dem Gepäck, mürrische Flugbegleiter, rätselhafterweise ausgefallene Flüge und fehlerhafte Rechnungen.",10 Leute haben ihr Gepäck verloren.,"neutral
"
"Die Beschwerden umfassten Probleme mit dem Gepäck, mürrische Flugbegleiter, rätselhafterweise ausgefallene Flüge und fehlerhafte Rechnungen.",Leute beschwerten sich über Gepäck.,"entailment
"
"Die Beschwerden umfassten Probleme mit dem Gepäck, mürrische Flugbegleiter, rätselhafterweise ausgefallene Flüge und fehlerhafte Rechnungen.",Es gab überhaupt keine Beschwerden.,"contradiction
"
"Lawrence Singleton, ein wiederholter Vergewaltiger, der seinen Opfern die Unterarme entfernte und nur acht Jahre im Gefängnis verbrachte, wurde in Florida erneut verhaftet, nachdem er eine Frau erstach.","Nachdem er die Unterarme seiner Opfer abhackte, versuchte er sie in einer Mülltonne zu verstecken.","neutral
"
"Lawrence Singleton, ein wiederholter Vergewaltiger, der seinen Opfern die Unterarme entfernte und nur acht Jahre im Gefängnis verbrachte, wurde in Florida erneut verhaftet, nachdem er eine Frau erstach.","Es war für jedermann offensichtlich, dass seine Zeit im Gefängnis ihn vollständig rehabilitiert hatte.","contradiction
"
"Lawrence Singleton, ein wiederholter Vergewaltiger, der seinen Opfern die Unterarme entfernte und nur acht Jahre im Gefängnis verbrachte, wurde in Florida erneut verhaftet, nachdem er eine Frau erstach.",Herr Singleton ist ein verurteilter Vergewaltiger in Florida.,"entailment
"
"Charles Lane von der New Republic sagt, dass Neuigkeiten über ein Kidnapping lediglich den unehrlichen Journalismus von Gabriel Garcaa Marquez fortsetzen.",Charles Lane ist ein Reporter.,"neutral
"
"Charles Lane von der New Republic sagt, dass Neuigkeiten über ein Kidnapping lediglich den unehrlichen Journalismus von Gabriel Garcaa Marquez fortsetzen.",Charles Lane verkaufte Autos.,"neutral
"
"Charles Lane von der New Republic sagt, dass Neuigkeiten über ein Kidnapping lediglich den unehrlichen Journalismus von Gabriel Garcaa Marquez fortsetzen.",Charles Lane gewann einen Pulitzer.,"neutral
"
Das Gerichtsgebäude ist nicht der einzigste politische Zirkus heute morgen in Washignton.,Das Gerichtsgebäude ist nicht der einzige politische Ort in Washington.,"entailment
"
Das Gerichtsgebäude ist nicht der einzigste politische Zirkus heute morgen in Washignton.,Der politische Tag beginnt wahrscheinlich am Morgen.,"entailment
"
Das Gerichtsgebäude ist nicht der einzigste politische Zirkus heute morgen in Washignton.,Es gibt eine Clownstruppe am Gerichtsgebäude.,"neutral
"
"Man kann sich einen Bulldozer vorstellen, als er eine Straße für eine neue Entwicklung freigibt, die vom Entwickler stammt  Hey, Loyd ...",Du kannst dir einen Bulldozer-Maschinenführer vorstellen der einen Bulldozer startet.,"neutral
"
"Man kann sich einen Bulldozer vorstellen, als er eine Straße für eine neue Entwicklung freigibt, die vom Entwickler stammt  Hey, Loyd ...",Sie können sich einen Bulldozer-Operator vorstellen.,"entailment
"
"Man kann sich einen Bulldozer vorstellen, als er eine Straße für eine neue Entwicklung freigibt, die vom Entwickler stammt  Hey, Loyd ...",Sie können Sich keinen gewalttätigen Unternehmer vorstellen.,"contradiction
"
"Ich habe dies in einem Brief an Dr. gemeldet, es schien ihn zu amüsieren und er hat mir ein Früchtebrot zu Weihnachten geschickt.","Ich bin sicher, dass der Arzt den Brief erhalten hat, den ich ihm geschickt habe.","entailment
"
"Ich habe dies in einem Brief an Dr. gemeldet, es schien ihn zu amüsieren und er hat mir ein Früchtebrot zu Weihnachten geschickt.","Ich habe den Kuchen, den mir der Doktor zu Weihnachten geschickt hat, nicht gegessen.","neutral
"
"Ich habe dies in einem Brief an Dr. gemeldet, es schien ihn zu amüsieren und er hat mir ein Früchtebrot zu Weihnachten geschickt.",Der Arzt hat mir zu Weihnachten eine Flasche Wein geschickt.,"neutral
"
"Das Team war zuvor durch die denkwürdige Bezeichnung Beaneaters bekannt geworden, die in kurioser Weise auch als indischer Spitzname gelten könnte.","Das Team hat seinen Namen geändert, weil er nicht populär war.","neutral
"
"Das Team war zuvor durch die denkwürdige Bezeichnung Beaneaters bekannt geworden, die in kurioser Weise auch als indischer Spitzname gelten könnte.","Das Team hatte vor diesem einen Namen, der auch als indianischer Spitzname gelten könnte.","neutral
"
"Das Team war zuvor durch die denkwürdige Bezeichnung Beaneaters bekannt geworden, die in kurioser Weise auch als indischer Spitzname gelten könnte.",Das Team hatte immer nur den einen Namen.,"contradiction
"
Ich konnte keine solche Definition im Thesaurus finden.,Ich habe die Definition im Thesaurus gefunden.,"contradiction
"
Ich konnte keine solche Definition im Thesaurus finden.,Ich schlug es im Thesaurus nach und fand keine Definition.,"entailment
"
Ich konnte keine solche Definition im Thesaurus finden.,"Der Thesaurus, den ich benutzte, war der Standardthesaurus.","neutral
"
Wie kann man das nur tun?,Wie können viele Menschen nichts tun?,"neutral
"
Wie kann man das nur tun?,Wie kann man so etwas Schlechtes tun?,"entailment
"
Wie kann man das nur tun?,"Wie ist es möglich, dass man das macht?","entailment
"
"Darüber hinaus enthält es, laut dem Vorwort, ausschließlich Begriffe, die im Zwanzigsten Jahrhundert aufgekommen sind, aber spart den Militärjargon des frühen 20. Jahrhunderts aus.","Dem Vorwort zufolge enthält es Begriffe, die im zwanzigsten Jahrhundert entstanden sind, aber lässt den früher entstandenen Slang weg.","entailment
"
"Darüber hinaus enthält es, laut dem Vorwort, ausschließlich Begriffe, die im Zwanzigsten Jahrhundert aufgekommen sind, aber spart den Militärjargon des frühen 20. Jahrhunderts aus.","Es enthält all den Slang, der von Anfang an in der Zeit enthalten war.","contradiction
"
"Darüber hinaus enthält es, laut dem Vorwort, ausschließlich Begriffe, die im Zwanzigsten Jahrhundert aufgekommen sind, aber spart den Militärjargon des frühen 20. Jahrhunderts aus.",Es gibt eine Menge verschiedener Slangs von vor dem zwanzigsten Jahrhundert.,"neutral
"
"Wenn jemand die Ausgabe von 1984 hätte, würde er es sicherlich vorziehen eine kürzere (und günstigere) Alternative zu kaufen, als die gleiche Ausgabe noch einmal.",Die 1984 Version ist die beste überhaupt.,"neutral
"
"Wenn jemand die Ausgabe von 1984 hätte, würde er es sicherlich vorziehen eine kürzere (und günstigere) Alternative zu kaufen, als die gleiche Ausgabe noch einmal.",Das Buch ist nicht zu verkaufen.,"neutral
"
"Wenn jemand die Ausgabe von 1984 hätte, würde er es sicherlich vorziehen eine kürzere (und günstigere) Alternative zu kaufen, als die gleiche Ausgabe noch einmal.",Die Ergänzung ist günstiger als das Buch.,"neutral
"
Bernstein erklärt in der Einleitung,Bernstein erklärt es nicht ausführlich.,"neutral
"
Bernstein erklärt in der Einleitung,Bernstein hat es nur in der Zusammenfassung erklärt.,"contradiction
"
Bernstein erklärt in der Einleitung,Die Einleitung enthält eine Erklärung.,"entailment
"
"Es wird nicht behauptet, dass diese Themen untersagt werden sollten, sondern lediglich, dass es für einen Fremden selbst nach zwanzig Jahren der kulturellen Anpassung schwierig ist, zu unterscheiden, was an ihnen witzig ist.",Selbst Muttersprachler haben manchmal Probleme mit Humor.,"neutral
"
"Es wird nicht behauptet, dass diese Themen untersagt werden sollten, sondern lediglich, dass es für einen Fremden selbst nach zwanzig Jahren der kulturellen Anpassung schwierig ist, zu unterscheiden, was an ihnen witzig ist.",Humor ist in der Regel eines der einfachsten Dinge für Ausländer zu verstehen.,"contradiction
"
"Es wird nicht behauptet, dass diese Themen untersagt werden sollten, sondern lediglich, dass es für einen Fremden selbst nach zwanzig Jahren der kulturellen Anpassung schwierig ist, zu unterscheiden, was an ihnen witzig ist.",Diese Themen sind für Außenstehende schwierig zu verstehen.,"entailment
"
Schließlich muss man sich vor einer Verlängerung in Acht nehmen die eine deutlich andere Bedeutung hat.,"Normalerweise werden Redakteure eingesetzt, um diese Art von Fehlern zu erkennen.","neutral
"
Schließlich muss man sich vor einer Verlängerung in Acht nehmen die eine deutlich andere Bedeutung hat.,"Dehnung ist ein guter Weg, um sicherzustellen, dass die Bedeutung einer Aussage geklärt wird.","neutral
"
Schließlich muss man sich vor einer Verlängerung in Acht nehmen die eine deutlich andere Bedeutung hat.,"Die Bedeutung verändert sich möglicherweise, wenn man die Aussage länger macht.","entailment
"
Lass Deinen Kopf mit Hitze schwindelig werden.,Wärme auf den Kopf einer Person aufzutragen ist ein gutes Mittel ihren Fokus und Konzentration zu verbessern.,"neutral
"
Lass Deinen Kopf mit Hitze schwindelig werden.,Excessive Hitze kann in einigen Fällen Schwindel hervorrufen.,"entailment
"
Lass Deinen Kopf mit Hitze schwindelig werden.,Heute war es fünf Grad über dem jahreszeitlichen Durchschnitt.,"neutral
"
Kein anderer Beruf hat eine so reiche Tradition der Selbstironie.,Viele andere Berufe halten viel von sich.,"neutral
"
Kein anderer Beruf hat eine so reiche Tradition der Selbstironie.,Viele Berufe haben Traditionen der Selbstironie.,"contradiction
"
Kein anderer Beruf hat eine so reiche Tradition der Selbstironie.,Kein anderer Job hat so eine robuste Tradition der Kritik an sich selbst.,"entailment
"
"Und mit einem Anklang von Stolz benutzen diese Lumpen, mit ihren durch lokal überlieferte Weisheiten negativ besetzten Namen, diese Spitznamen in privaten Korrespondenzen, Kneipenunterhaltungen und inoffiziellen Lebensläufen.",Die Zeitungen haben überhaupt keinen Ruf.,"neutral
"
"Und mit einem Anklang von Stolz benutzen diese Lumpen, mit ihren durch lokal überlieferte Weisheiten negativ besetzten Namen, diese Spitznamen in privaten Korrespondenzen, Kneipenunterhaltungen und inoffiziellen Lebensläufen.",Diese Zeitungen haben keinen guten Ruf.,"neutral
"
"Und mit einem Anklang von Stolz benutzen diese Lumpen, mit ihren durch lokal überlieferte Weisheiten negativ besetzten Namen, diese Spitznamen in privaten Korrespondenzen, Kneipenunterhaltungen und inoffiziellen Lebensläufen.",Diese Zeitungen enthalten viel Klatsch von den Hausfrauen.,"neutral
"
wenn lite/light nur eine charakteristik des Biers beschreibt (z.B.,Auf dem Bier kann entweder lite oder light stehen.,"entailment
"
wenn lite/light nur eine charakteristik des Biers beschreibt (z.B.,"Lite und Light werden nur verwendet, um Weine und Whiskey zu beschreiben.","contradiction
"
wenn lite/light nur eine charakteristik des Biers beschreibt (z.B.,Leichtbier hat keinen hohen Alkoholgehalt.,"neutral
"
"Das arme überarbeitete Substantiv wurde sogar dort benutzt, wo weder es noch irgendeine Alternative gebraucht wurden.","Leute haben Schwierigkeiten, ein alternierendes Nomen zu finden.","neutral
"
"Das arme überarbeitete Substantiv wurde sogar dort benutzt, wo weder es noch irgendeine Alternative gebraucht wurden.",Das Substantiv wird zu oft verwendet.,"entailment
"
"Das arme überarbeitete Substantiv wurde sogar dort benutzt, wo weder es noch irgendeine Alternative gebraucht wurden.",Das Substantiv sollte mehr verwendet werden.,"contradiction
"
"Darüber hinaus haben wir die unglückliche Tatsache, dass wortgewandtes Schreiben tatsächlich manchmal einprägsam ist und das Problem noch verschlimmert.",Menschen erinnern sich viel eher an schlechtes Schreiben.,"contradiction
"
"Darüber hinaus haben wir die unglückliche Tatsache, dass wortgewandtes Schreiben tatsächlich manchmal einprägsam ist und das Problem noch verschlimmert.",Einen gut geschriebenen Text kann man sich oft viel besser merken als einen schlecht geschriebenen Text.,"entailment
"
"Darüber hinaus haben wir die unglückliche Tatsache, dass wortgewandtes Schreiben tatsächlich manchmal einprägsam ist und das Problem noch verschlimmert.","Gut geschriebener Text ist zu teuer, um ihn in großen Mengen zu produzieren.","neutral
"
"Angesichts dieser Haltung und einiger Ehrfurcht haben die Briten ihren Respekt anerkannt, indem sie das Wort groß geschrieben haben.",Die Briten hatten keinen Respekt.,"contradiction
"
"Angesichts dieser Haltung und einiger Ehrfurcht haben die Briten ihren Respekt anerkannt, indem sie das Wort groß geschrieben haben.",Die Briten übernahmen die Weltwirtschaft.,"neutral
"
"Angesichts dieser Haltung und einiger Ehrfurcht haben die Briten ihren Respekt anerkannt, indem sie das Wort groß geschrieben haben.",Die Briten haben viel auf der Welt gehandelt.,"neutral
"
Und manchmal ist es auch das raffinierteste.,"Es kann manchmal sehr schwierig sein, es zu erkennen.","entailment
"
Und manchmal ist es auch das raffinierteste.,Es macht sehr wenig Lärm dank eines sorgfältig isolierten Motors.,"neutral
"
Und manchmal ist es auch das raffinierteste.,Es war immer sehr leicht aus jeder Entfernung zu erkennen.,"contradiction
"
"Natürlich gibt es in Großbritannien mehr charakteristische Dialekte des Englischen als in Nordamerika, und jeder, der sich die Zeit genommen hat, ihnen zuzuhören, weiß, dass einige gegenseitig unverständlich sind.","Großbritannien hat viele unterscheidungskräftige englische Dialekte, mehr als jene in Nordamerika.","entailment
"
"Natürlich gibt es in Großbritannien mehr charakteristische Dialekte des Englischen als in Nordamerika, und jeder, der sich die Zeit genommen hat, ihnen zuzuhören, weiß, dass einige gegenseitig unverständlich sind.",Nordamerikanische und britische Dialekte sind genau gleich und man kann keinen Unterschied zwischen ihnen ausmachen.,"contradiction
"
"Natürlich gibt es in Großbritannien mehr charakteristische Dialekte des Englischen als in Nordamerika, und jeder, der sich die Zeit genommen hat, ihnen zuzuhören, weiß, dass einige gegenseitig unverständlich sind.","Menschen aus Nordamerika haben es schwer, die Hälfte der gesprochenen britischen Dialekte zu verstehen.","entailment
"
"Ein Informant aus Tennessee nutzte den Ausdruck Hundewetter für heißes, trockenes Wetter. Dies ist möglicherweise abgeleitet von der Wendung Hundetage für August-Wetter.","Nach Angaben des Informanten wurde der Begriff Hundewetter verwendet, um den saisonalen Monsunregen zu beschreiben.","contradiction
"
"Ein Informant aus Tennessee nutzte den Ausdruck Hundewetter für heißes, trockenes Wetter. Dies ist möglicherweise abgeleitet von der Wendung Hundetage für August-Wetter.",Juni und Juli sind auch sehr heiß in Tennessee.,"neutral
"
"Ein Informant aus Tennessee nutzte den Ausdruck Hundewetter für heißes, trockenes Wetter. Dies ist möglicherweise abgeleitet von der Wendung Hundetage für August-Wetter.",Das Wetter ist an den meisten Tagen im August heiß und regenlos.,"entailment
"
