premise,hypothesis,gpt_reply
"Juli, pakótami mapu nocháalachi muchísare, a’lí pe chuwé katuisuwa a jiyáwiti ra’íchaka bilé namú kítira natéami.","Juli, ajaré pakótami tási lochéka e’peré.",neutral
"Juli, pakótami mapu nocháalachi muchísare, a’lí pe chuwé katuisuwa a jiyáwiti ra’íchaka bilé namú kítira natéami.","Juli, mapu a’lí katúika ra’ichália a’lí jaréchoko karú ikí.",neutral
"Tasi, a bijísi meká éena nócha. Echi riká simíba weká bamíbali ju kicháosa makói bamíbali simáraachi.","Pe bachá bijí ma enali nócha, ináraachi bilé mili kimakoi ciento kichásoa makói inarchi.",neutral
"Tasi, a bijísi meká éena nócha. Echi riká simíba weká bamíbali ju kicháosa makói bamíbali simáraachi.",We kaníli simíbaka ra’eráa.,neutral
"Tasi, a bijísi meká éena nócha. Echi riká simíba weká bamíbali ju kicháosa makói bamíbali simáraachi.",Pe kulí kuwaníli meká jára nocha.,neutral
Chu riká mu newáma ejercicio.,¿tamí ruyé chu riká mu newáma ejercicio?,entailment
Chu riká mu newáma ejercicio.,"Yena ni a newánali ejercicio, mapu kiti ko pe a risiká nakí kini repokála.",neutral
Chu riká mu newáma ejercicio.,"Pe rikó, ma kiti ra’ichá ejercicios kítira.",neutral
"Juli, ayena alabé ju nalí tási ne nátaki echi riká.","Échi ko tási a’labé natáliami ju, chabé taráli ni jonsa echi riká nátaki.",neutral
"Juli, ayena alabé ju nalí tási ne nátaki echi riká.",Ga’lá ju echi riká natáliami.,entailment
"Juli, ayena alabé ju nalí tási ne nátaki echi riká.",Je’ná ra’íchali mapu mu aní we natéami ju.,neutral
"Osá tibuluwa ochéi bilé tarali neráa, guardería anelíwa, echi mukí ko biléanachi cho simí.","Echoná kalírili guarderiachi sinibí rawé eráputa wilí, kúuchi tibúalachi mapu tasicho malí bamíba.",neutral
"Osá tibuluwa ochéi bilé tarali neráa, guardería anelíwa, echi mukí ko biléanachi cho simí.",Pe osá chokéami minácho a uméro echi ochéi ko echoná kalírili simíba guarderiachi.,contradiction
"Osá tibuluwa ochéi bilé tarali neráa, guardería anelíwa, echi mukí ko biléanachi cho simí.",Echoná kalírili echi riká anelíwa mapu kitiko ochéi tibúalachi ju guardería anelíachi.,neutral
Ne echi riká a kayénali.,Echi kítira wabé jiwérali oláli.,neutral
Ne echi riká a kayénali.,Echiko tási sinéti nakíli.,neutral
Ne echi riká a kayénali.,Ne sébali mapu riká iláli.,contradiction
Okuá sekáti nokéliwa ra’néla ko ripiyá ma.,"Mapu a’lí chakéna chewá bilé ra’néla namúti ra’tánisa, ke okuanika sekáti cha’pirúami ju ra’néla echi kiti bela pe chakéna chiwíli.",neutral
Okuá sekáti nokéliwa ra’néla ko ripiyá ma.,"Jiwéraka cha’piwa ra’néla, we a’lá jiwéraka wiliká nakí pei kacháa.",neutral
Okuá sekáti nokéliwa ra’néla ko ripiyá ma.,Okuánika sekáti jiwéraka cha’pí ra’néla neami nísaka.,contradiction
"Ke sayenáti nawáli biléanachi jónsa, nalí tási ne machí kúmi jónsa.","Ke ni machí kúmi jonsa ináro, nalí jiyáwitiju.",entailment
"Ke sayenáti nawáli biléanachi jónsa, nalí tási ne machí kúmi jónsa.","Jiyáwiti ináro, a ne machí kúmi jónsa ináro.",neutral
"Ke sayenáti nawáli biléanachi jónsa, nalí tási ne machí kúmi jónsa.",Nabótuka ináro a’lí a ne machí kabú nawáma.,neutral
"Tási, pe ni ké machíale, tási ne mayé.",Tási ne me machí échi kítira.,neutral
"Tási, pe ni ké machíale, tási ne mayé.",Tási ne machiwá nakiwáami kítira ko.,contradiction
"Tási, pe ni ké machíale, tási ne mayé.",Weká bamíbali ne sebári je’ná beneyá.,neutral
"Juli, mujé a machí mapu ga’labé ké échi mukí.",Ayena amachí mapu ne ka’lá níili.,entailment
"Juli, mujé a machí mapu ga’labé ké échi mukí.","Ke, échi ko we chati ke.",neutral
"Juli, mujé a machí mapu ga’labé ké échi mukí.","Juli, échi ko we ga’labé ke.",entailment
"Juli, échi ko namúti we ga’labé raláli, echi mu néma.",Ariká raláli pichíla ripúa banisúka pichíami.,neutral
"Juli, échi ko namúti we ga’labé raláli, echi mu néma.",Ariká a rewáli échi we ga’labé.,neutral
"Juli, échi ko namúti we ga’labé raláli, echi mu néma.",Pichíla wichí be’wáalachi nati be’wáli ‘la.,neutral
"We cha riká ju jaré namúti, ma ra’néchani echoná toroka ujúmalachi, pe paníki ayé mulipi kíni betélachi.",We nakóali ra’néka paníki bile ciento millas simáruka mekabé.,neutral
"We cha riká ju jaré namúti, ma ra’néchani echoná toroka ujúmalachi, pe paníki ayé mulipi kíni betélachi.","Pe mulípi kini betélachi ra’néka nakóiru, ne majawá echi kíti tási ne machína.",neutral
"We cha riká ju jaré namúti, ma ra’néchani echoná toroka ujúmalachi, pe paníki ayé mulipi kíni betélachi.","Pe mulípi kini betélachi ra’néka nakóiru, tási a’lá ju jenaí.",contradiction
"Juu, échi ko tási bichíwali ju, tasi sébali.","Tási ne katui mi yua, pe we jiwáwiti neraa ju.",contradiction
"Juu, échi ko tási bichíwali ju, tasi sébali.",A mu machiká ra’ícha mapu rikácho mu aní.,neutral
"Juu, échi ko tási bichíwali ju, tasi sébali.",A mu machiká ra’ícha mapu nejé ke me chíbi aníami níima.,contradiction
Echoná jiwérali ne olaká atíki.,"Wané ne nakí échi, we iwérali ne ola.",neutral
Echoná jiwérali ne olaká atíki.,Ne jiwérali olaká we a’lá ne nócha.,entailment
Echoná jiwérali ne olaká atíki.,Pe ariká ne rewéma a’lí ko ke ni kuwána ku nenáma.,neutral
"Julí, ¿chu iyíri kochí mu buké?",¿mujé bukúla ta kochí we ga’labé ju?,neutral
"Julí, ¿chu iyíri kochí mu buké?",¿chu iyíri musa mu ku’íroki?,contradiction
"Julí, ¿chu iyíri kochí mu buké?",¿chu iyíri kochí mu buké tási weká bamíbami?,entailment
"Ayena, a mu ranéami ju, ¿kípu bamíbami ju mujé kúchuwala?",¿kípumu kúchuwi?,neutral
"Ayena, a mu ranéami ju, ¿kípu bamíbami ju mujé kúchuwala?",Nejéko mapu iníli tási ranélima.,neutral
"Ayena, a mu ranéami ju, ¿kípu bamíbami ju mujé kúchuwala?",Acha mu aníli mapu mu kúchuwi ¿kípu bamíba?,neutral
"Mapu riké tási me nátaami ka, nalí kipú, we galabé ke a’lí…pe kaníli jarécho kítira mapu ayena a we katúika benébali.","Mapu riké tási me nátaami ka ajarécho kítira, nalí we ra’isáti aníami ke, we ga’lá ku’íronali échi mapu benémare.",contradiction
"Mapu riké tási me nátaami ka, nalí kipú, we galabé ke a’lí…pe kaníli jarécho kítira mapu ayena a we katúika benébali.","Wabé ka’lá nátaami ke, nalí pe ke me mi náta nokáli mulípi muchísa ajarécho yua mapu tási machíli jepuká ju.",neutral
"Mapu riké tási me nátaami ka, nalí kipú, we galabé ke a’lí…pe kaníli jarécho kítira mapu ayena a we katúika benébali.","Wabé machíami ke, nalí we kichíka e’peréili machisáa ka mapu ajarécho ayenacho benéma.",neutral
"Siné echónata énaki basalówa, juli, omawáliachita jároli a’lí ku sisáa ata rewáki bile mofeta anelíami, echoná kawichí.",Echi pasúchi ko mapu onáta beteráchi echoná ku nipúika asáli.,neutral
"Siné echónata énaki basalówa, juli, omawáliachita jároli a’lí ku sisáa ata rewáki bile mofeta anelíami, echoná kawichí.","Bilé chiba nawáli echoná kawichí mapu onáta beteráli, luz ta cho’álachi nawáli.",neutral
"Siné echónata énaki basalówa, juli, omawáliachita jároli a’lí ku sisáa ata rewáki bile mofeta anelíami, echoná kawichí.",Napawíkiliachita jároli a’lí ku sisáa ata rewáki bile mofeta anelíami,neutral
"Machiká, suwába kíni kúchuwa we akápi ju, we galabé, nalí tási kere, échi kúuchi kúruwi we benécho, nalí","Échi kúuchi kúruwi pe wélipala yua ayenacho a bené, echi riká ju retemta neraa.",entailment
"Machiká, suwába kíni kúchuwa we akápi ju, we galabé, nalí tási kere, échi kúuchi kúruwi we benécho, nalí",We ni kaníli mapu riká kíni kúchuwa weká namúti benékami ju.,neutral
"Machiká, suwába kíni kúchuwa we akápi ju, we galabé, nalí tási kere, échi kúuchi kúruwi we benécho, nalí",Kíni kúchuwa ko tási namúti machíami ju.,neutral
"Ayenacho ga’lá níima mapu pakótami ko wabé rachináma suwába ripúa… ayenacho… tasi me iwéami semema, echi riká ke me ka’lá ju, pe nátaka níima.","Na walú níisa ripúa ke a’lá ju, pe karú re echi riká ko, ripúa nalí wabé beteami ju ajarécho kítira.",neutral
"Ayenacho ga’lá níima mapu pakótami ko wabé rachináma suwába ripúa… ayenacho… tasi me iwéami semema, echi riká ke me ka’lá ju, pe nátaka níima.","Ké chibire mapure echi ripúa ne wa’lú níisa, nalía a karka we yeka napabúka achába mapu oná achalíwa.",neutral
"Ayenacho ga’lá níima mapu pakótami ko wabé rachináma suwába ripúa… ayenacho… tasi me iwéami semema, echi riká ke me ka’lá ju, pe nátaka níima.","Ajarécho ko ayénacho newalé maú ga’lá weili anéma échi semelíami, mapu rikácho tubúpa suwába ripúa.",neutral
"Mapure cha riká níisaka, mujé chokíla ju, nejé mayé.","Kíti namú inílika, cha riká níisa ka, nejé mí kuíroma jarécho chewayá.",neutral
"Mapure cha riká níisaka, mujé chokíla ju, nejé mayé.","Cha riká níisaka, mujé iyíri ju.",entailment
"Mapure cha riká níisaka, mujé chokíla ju, nejé mayé.","Cha riká níisaka, ke kalá níima mujé cha’pisáka.",contradiction
"Machí…suwába kítira, súka nokibóa ajarécho namúti shi, ne karka machiká nochába.",Ne wabé semá riká súka newá ajaré namúti we ba’óami.,entailment
"Machí…suwába kítira, súka nokibóa ajarécho namúti shi, ne karka machiká nochába.",Ne jiyáwika súrami ju napácha a’lí tási ba’ó echi riká.,neutral
"Machí…suwába kítira, súka nokibóa ajarécho namúti shi, ne karka machiká nochába.",Pe a wilibé nokaká suwiníiru suwába namúti súwami.,neutral
"Juli, juli, kini nocháalachi okuá tarálita ku chotábare, a’lí bilé bamíbali neráa bilé rawé alíwa chiliwéka, pe kináa ko ariká nayó taráli alíwa.",Mujé nochálachi sinibí bamíbali uchécho muyésimi.,neutral
"Juli, juli, kini nocháalachi okuá tarálita ku chotábare, a’lí bilé bamíbali neráa bilé rawé alíwa chiliwéka, pe kináa ko ariká nayó taráli alíwa.","Mapu mu ikilí mu nócha, tási sebári bikéa rawé chiliwéluwami.",neutral
"Juli, juli, kini nocháalachi okuá tarálita ku chotábare, a’lí bilé bamíbali neráa bilé rawé alíwa chiliwéka, pe kináa ko ariká nayó taráli alíwa.","Mujé ku isábuachi, nocháli ko weká muyésimi.",neutral
"Ga’lá ju jená kita paiswalachi e’peréliwa, tási namúti chibi inílika ajaré namúti kítira.","Je’ná paischi peréliwa pe we majáka eperéliwa, we cha riká simáruwa.",neutral
"Ga’lá ju jená kita paiswalachi e’peréliwa, tási namúti chibi inílika ajaré namúti kítira.","Tamó kawíwalachi a e’peréliwa ga’lá ju, pe ke ga’lá ju echi riká ko.",neutral
"Ga’lá ju jená kita paiswalachi e’peréliwa, tási namúti chibi inílika ajaré namúti kítira.","Wa ga’lá ju kawichí e’peréliwa, tási me weká namúti kítira natália, chu riká nalí eperéliwa waminá ciudadchi.",neutral
"Aji onoruami, juli, mapu riká basalówaka ga’lá ju.",Echi ko we kaníliwami ju we nasináraami ma.,contradiction
"Aji onoruami, juli, mapu riká basalówaka ga’lá ju.",Echi ko aní mapu wa’lú basalówaliami ju.,entailment
"Aji onoruami, juli, mapu riká basalówaka ga’lá ju.",Mapure we cha rikáachi ka.,neutral
Jípi ko bilé kíni rijimá waminá Alemania anelíachi beté.,Jípi ko towí kíni rijimá waminá Alemania anelíachi beté.,contradiction
Jípi ko bilé kíni rijimá waminá Alemania anelíachi beté.,Jípi ko kíni ko’chilá waminá Cuba anelíachi atíki.,contradiction
Jípi ko bilé kíni rijimá waminá Alemania anelíachi beté.,Nejé bilé rijimé mapu alemán ra’íchamiju.,neutral
